TCGA-3C-AALI	TCGA-A2-A04Y	TCGA-A2-A0CW	TCGA-A2-A0D4	TCGA-A2-A0EY	TCGA-A2-A0SV	TCGA-A2-A0SW	TCGA-A2-A0T3	TCGA-A2-A0YG	TCGA-A2-A0YH	TCGA-A2-A0YT	TCGA-A2-A1FW	TCGA-A2-A1FX	TCGA-A2-A1G4	TCGA-A2-A25B	TCGA-A2-A25C	TCGA-A2-A25E	TCGA-A2-A4S3	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A7-A2KD	TCGA-A7-A6VX	TCGA-A8-A06N	TCGA-A8-A06R	TCGA-A8-A06X	TCGA-A8-A06Z	TCGA-A8-A075	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A07W	TCGA-A8-A081	TCGA-A8-A082	TCGA-A8-A08G	TCGA-A8-A08P	TCGA-A8-A095	TCGA-A8-A09C	TCGA-A8-A09I	TCGA-A8-A09M	TCGA-A8-A09R	TCGA-A8-A09W	TCGA-A8-A09Z	TCGA-AC-A2BM	TCGA-AN-A0AJ	TCGA-AN-A0AK	TCGA-AN-A0AM	TCGA-AN-A0FF	TCGA-AN-A0FY	TCGA-AO-A03N	TCGA-AO-A03O	TCGA-AO-A03P	TCGA-AO-A0J3	TCGA-AO-A0J7	TCGA-AO-A0JD	TCGA-AO-A0JM	TCGA-AO-A1KP	TCGA-AO-A1KS	TCGA-AO-A1KT	TCGA-AR-A0TQ	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TY	TCGA-AR-A0U2	TCGA-AR-A1AW	TCGA-AR-A24K	TCGA-AR-A24N	TCGA-AR-A24R	TCGA-AR-A24S	TCGA-AR-A24Z	TCGA-AR-A250	TCGA-AR-A2LK	TCGA-B6-A0IB	TCGA-B6-A0RL	TCGA-BH-A0AU	TCGA-BH-A0BF	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C3	TCGA-BH-A0C7	TCGA-BH-A0HU	TCGA-BH-A0HW	TCGA-BH-A0HY	TCGA-BH-A18L	TCGA-BH-A18U	TCGA-BH-A1F2	TCGA-BH-A1F8	TCGA-BH-A1FD	TCGA-BH-A1FJ	TCGA-BH-A1FM	TCGA-BH-A1FN	TCGA-BH-A202	TCGA-BH-A204	TCGA-BH-A209	TCGA-C8-A12M	TCGA-C8-A12U	TCGA-C8-A12W	TCGA-C8-A130	TCGA-C8-A1HG	TCGA-C8-A1HL	TCGA-C8-A1HM	TCGA-C8-A1HN	TCGA-C8-A26V	TCGA-C8-A26W	TCGA-C8-A274	TCGA-C8-A27A	TCGA-C8-A3M8	TCGA-C8-A8HQ	TCGA-D8-A13Y	TCGA-D8-A1J8	TCGA-D8-A1J9	TCGA-D8-A1JC	TCGA-D8-A1JD	TCGA-D8-A1JE	TCGA-D8-A1JI	TCGA-D8-A1JJ	TCGA-D8-A1JT	TCGA-D8-A1X5	TCGA-D8-A1X6	TCGA-D8-A1X7	TCGA-D8-A1XF	TCGA-D8-A1XL	TCGA-D8-A1XR	TCGA-D8-A1XZ	TCGA-D8-A1Y1	TCGA-D8-A1Y2	TCGA-D8-A1Y3	TCGA-D8-A27N	TCGA-D8-A27R	TCGA-D8-A27W	TCGA-E2-A109	TCGA-E2-A10C	TCGA-E2-A14O	TCGA-E2-A155	TCGA-E2-A15A	TCGA-E2-A15K	TCGA-E2-A15S	TCGA-E2-A15T	TCGA-E2-A1L7	TCGA-E2-A56Z	TCGA-E2-A9RU	TCGA-E9-A1NA	TCGA-E9-A1NF	TCGA-E9-A1NI	TCGA-E9-A1R4	TCGA-E9-A1R7	TCGA-E9-A1RB	TCGA-E9-A1RE	TCGA-E9-A1RG	TCGA-E9-A226	TCGA-E9-A228	TCGA-E9-A22A	TCGA-E9-A22D	TCGA-E9-A22E	TCGA-E9-A22H	TCGA-E9-A249	TCGA-E9-A2JS	TCGA-E9-A3HO	TCGA-E9-A54Y	TCGA-E9-A5UO	TCGA-EW-A1OX	TCGA-EW-A1OY	TCGA-EW-A1OZ	TCGA-EW-A1P0	TCGA-EW-A2FW	TCGA-GM-A2DO	TCGA-LL-A5YM	TCGA-S3-AA17	TCGA-Z7-A8R6
LCK	0.098319023	0.390920654	0.394512265	-0.762367159	0.028666695	-0.010568798	-0.02092275	0.779842791	0.199485836	0.353428454	0.093099851	0.010485862	0.262451757	-0.048964951	0.145749939	0.532170992	0.524590718	1.108761246	-0.005582051	-0.300451833	0.343893328	0.648962827	0.077490317	0.486111027	0.140542034	-0.79203733	0.098604598	0.48662388	0.323905547	-0.312138166	0.129605766	-0.349334906	0.428840972	0.764553572	0.677118713	-0.648286216	-0.285839168	0.130815946	-0.186898041	-0.014325685	0.546238476	0.619819403	-0.002645295	0.362100498	-0.036092784	0.202112911	-0.320229491	0.729795115	0.105245749	-0.407014128	-0.327121403	-0.098859268	-0.120446627	0.341056678	0.18946266	-0.039007296	0.138933093	0.545577505	0.454674179	0.854056956	0.195249017	1.112147296	1.131988968	-0.652156788	0.607743627	0.52442044	0.174214483	-0.360596357	0.272467995	-0.485166576	-0.384624935	-0.022711316	0.338227835	1.231868981	0.627620483	0.975587729	0.304396313	0.233000919	0.163322689	-0.52134009	0.527692948	-0.031063423	0.652468246	-0.152218127	-0.080343548	-0.095528496	-0.204903359	-0.249079692	-0.029754005	0.142186167	-0.432348037	0.216080116	-0.016916081	0.906531622	0.731817635	0.360181768	0.354065919	-0.696822118	0.638978242	-0.281280456	-0.026364253	1.006620082	0.70936547	-0.575664523	-0.453687297	0.082574228	-0.365342627	0.843747596	0.202673267	0.138797244	0.044426697	-0.057339649	-0.443103157	0	-0.020161706	0.145607913	0.097524853	-0.211112554	0.159538342	0.464897348	0.559560879	0.248395733	-0.367616411	0.386108411	0.389666902	0.327056729	-0.064611312	-0.241275693	0	1.318190349	0.539948831	-0.61334405	-0.3399093	0.664314726	-0.217230133	-0.423410848	0.553579877	0.135575106	-0.054635355	-0.3790753	0.101182119	-0.153104394	0.823251117	0.518115657	-0.41647714	0.011255807	-0.024474741	0.199946288	-0.63595265	0.075009455	0	-0.306819698	0.437543679	0.158353878	0.341842498	-0.195987104	-0.036323801	-0.320115808	-0.335947264	0.00423071	-0.084320811	0.395163246	-0.205597214	1.72621142	0.230129935	1.082773488	-0.049714809
MAP2K1	0.892149798	-0.025509838	0.257655772	-0.189013844	0.01748283	0.608093012	0.534199077	0.544568945	0.350546471	0.527623795	0.951179222	0.498907555	0.944524765	0.500482239	0.219384044	0.796224323	0.430936821	0.782389585	0.489884917	0.520466875	0.45379888	0.936266937	0.551014372	0.435037694	0.361733035	0.251336898	0.945513968	0.600575428	0.984707343	0.53457546	0.126384671	0.48470501	0.346339114	0.602114138	0.343849625	0.095037137	0.501664551	0.830581638	0.685638309	0.067720958	1.105337838	1.03491172	0.321227818	0.179403933	0.357449624	0.201693864	0.255378241	0.46372916	0.455255938	0.33604769	0.877265376	0.062028693	0.897102156	0.737235125	0.922470159	0.188785776	1.080752027	0.100648264	-0.047582694	0.497850816	0.68059508	0.548527054	0.521796367	0.55151209	0.473209678	0.723257191	0.684465541	0.200962583	0.410875229	0.372949781	-0.733658957	0.337195435	0.247175432	0.474487267	0.160005831	0.493201948	0.641220804	0.498254048	0.172557359	0.696366018	0.267733697	0.431054635	1.350823434	0.41014098	0.315514994	0.769736328	0.077530955	0.163165685	0.486897228	0.519183225	0.496996445	0.543348764	0.561650279	0.134440417	0.576987839	0.163483251	0.481357658	0.35283068	-0.134136678	0.47604743	0.26367894	0.574158562	0.6359798	0.15484712	0.212438729	0.852728611	0.151235114	0.373308149	0.196737431	0.554654457	0.551020982	0.312042617	0.646322615	0.595948329	0.686988511	1.096833113	0.56059297	0.431865659	0.305669781	0.307083011	1.209221577	0.627002723	0.242466007	0.591920187	0.81258222	0.853176123	0.598367174	0.561255132	0.572135685	0.943794517	0.58459085	0.447562394	1.071192363	0.481002225	0.169442232	0.464543916	0.15205216	0.72139863	1.133415325	0.20012168	0.390453638	0.318391724	0.487710271	0.807818962	-0.124261146	-0.359616093	-0.061817201	0.413746117	0.444214736	0.400484364	0.328632011	0.49211829	0.424033428	0.406935328	0.448811749	0.18070733	-0.834502524	1.004016225	0.410653863	0.435518207	0.514565844	1.127807652	0.549901141	0.757976948	1.085843387	0.806444764	0.60476471
MAPK1	1.542723125	0.683456977	0.391727995	0.572001786	1.057105007	0.59471743	0.886157774	0.270403108	0.503211124	0.915619496	0.305759546	0.9318148	1.287404117	1.236134519	0.777332992	0.819768717	0.461426126	0.901624094	0.4550027	0.828972396	0.82240469	1.506392541	0.443253351	0.485231741	0.289140458	0.63804208	0.633926813	0.798576517	0.996720543	0.813004633	0.676448738	0.654509787	0.312863754	0.197451338	-0.266035154	0.449591384	1.065831171	0.749577689	0.39719247	0.729955933	1.19908256	0.856622564	0.727356288	0.81590028	0.743067415	0.541189485	0.432569013	1.204559575	0.705033353	0.276579017	1.1401324	0.594414174	0.413784872	0.717457772	0.726200113	0.498910315	1.341522318	0.561182162	0.969468595	0.646458731	0.223109407	0.258723773	0.440025505	0.41563802	0.617300902	0.855012431	1.061784468	0.675343665	0.744187096	0.402072666	1.079127218	0.49871949	0.989516104	0.521733906	0.984818742	1.283937789	0.318194132	0.589504381	0.660712416	1.06131549	0.35138402	0.177102153	0.67199744	0.612662097	0.580880514	0.725888161	1.114757464	0.780691518	0.748700377	0.553253232	0.995295855	0.852706549	0.300496141	0.249383133	0.558121477	0.364677093	0.776325884	0.590645301	0.561113504	0.543626617	0.652678788	0.701191797	1.07670027	0.28047082	1.083907584	1.331570169	0.233296311	0.719813454	0.806670594	0.755968111	1.08738539	0.944441624	0.892488935	0.833405537	0.355628097	0.635435398	0.388828844	0.854294286	0.253031213	0.995949049	0.628007821	1.062486669	0.730593968	0.929642263	0.75782692	1.101841536	0.501626943	0.502301163	0.816600618	0.468777771	1.181096836	1.44727614	1.192787411	1.556198404	1.030225622	1.177474286	0.966707367	1.006984612	1.029137096	0.478530214	0.818867199	0.555658671	1.214235784	0.829598822	0.555623808	1.456660005	0.989730005	0.842652773	0.802545637	0.837270856	0.745523939	0.702149782	0.471454419	0.82581997	1.370833835	0.899355299	0.767913761	0.412878468	0.665305519	0.697499867	0.85616131	1.165795645	0.739248509	1.182037191	1.089757625	1.172256046	1.416421693
MAPK14	0.344968091	0.353076271	0.118885494	0.770292614	0.056136694	0.303677796	0.187626484	0.060437569	0.228086186	0.370879653	0.657189333	0.014641512	0.021028247	-0.218316334	0.267199566	0.870365506	0.317044471	0.213945683	0.398561238	0.564574375	0.069918284	0.288446186	-0.37693167	0.191317062	0.051630178	-0.013789102	0.179153416	0.215060521	0.13322781	0.121522573	0.05077258	-0.094375249	0.231653381	0.406690175	-0.055294937	0.239739925	0.394929273	0.373182466	0.078531689	0.327570796	0.823560259	0.359917194	0.33942961	0.137937905	0.120540418	0.390110036	-0.009547311	0.381709693	0.147132613	0.376639836	0.09580212	0.430431419	0.513142363	0.223128675	0.154931561	0.148596275	0.590812902	0.30668393	0.176891463	0.250659351	-0.224406004	-0.114324069	0.085223011	0.029175866	0.396751833	0.008669074	0.249052288	0.07390757	0.486169376	0.257140914	0.116892047	0.369514453	0.157062869	0.413601169	0.315579905	0.247661755	0.225897757	0.154198526	0.509608022	0.004965265	-0.087977608	0.156916972	0.602928147	0.345800325	0.190075863	0.269071852	0.020188032	0.485954617	0.036542167	0.056454584	0.181378643	0.034603207	0.127717132	0.428678962	0.232489082	0.349264613	0.14326706	0.635697633	0.355290959	0.008025615	0.156433051	0.216919345	0.401960631	0.041574841	0.223250118	0.149744532	-0.450720362	0.213696019	0.046167808	0.029578327	0.177473998	0.04831759	0.385234704	0.097998491	0.46664205	0.059865791	-0.040917284	0.122620656	-0.01878936	0.153816668	0.319119676	0.095127488	-0.042503092	0.038961281	0.380674165	0.782609491	-0.03324489	-0.253375176	0.469892284	0.347846283	0.652069879	0.237311413	0.312918894	0.434845267	0.296325232	0.784460909	-0.001201692	0.482712218	0.171152528	-0.080339973	0.005393974	0.108220643	0.602617149	0.311293432	0.085413962	0.488826043	0.337934717	0.156898137	-0.380772622	0.297698426	0.29471933	0.192458098	0.279222313	0.201059894	0.099020419	0.237258271	0.529004671	-0.324469644	0.466662823	0.09251013	-0.025243463	0.300533128	-0.119480935	0.523011859	0.455303092	0.506604254	0.584995828
MAPK9	0.28864789	0.048171427	0.496027052	0.806258535	0.251595898	0.784776897	0.736861911	0.347230407	1.168801269	0.077286592	0.592144379	1.051741272	1.19574501	1.142548735	0.65687465	1.19764833	0.252826789	0.597496203	0.578320562	1.00130531	0.408095474	0.472576922	0.002544617	0.446742226	0.097191542	0.460475033	0.195961278	0.422270348	0.41236003	0.453954166	0.321902695	0.792760856	0.55652294	0.051186422	0.060440045	0.639765829	0.74047538	0.632380289	0.904505056	0.146289056	0.708557239	0.789881211	0.789288421	0.216770562	0.605023998	0.978801252	0.021296951	1.269837429	0.764725478	0.55551841	1.135707223	1.112991033	0.195800443	0.729874222	0.766745402	0.630876487	1.151879851	0.227337297	0.351818972	0.335703422	-0.001785575	-0.210360888	0.387162963	0.526556	0.852617681	0.742426063	0.416202526	0.562798491	0.562355176	0.657600014	-0.1729737	0.575354456	0.64575765	0.183000962	0.321758326	0.24137127	0.335129763	0.340736659	0.431578907	0.35803886	0.412650632	0.282057056	1.192153375	0.627830053	0.306372554	0.602252632	1.534532322	0.204097348	0.309963867	0.382353148	0.868625525	0.488664116	0.684018579	0.342538834	0.263491857	0.208877539	0.289932453	1.084816063	0.264694573	0.682131686	0.577272401	0.101325683	0.754003684	0.170276981	0.583749534	0.858273298	0.745622646	0.873030231	1.021009582	0.538201793	0.799664864	1.295142752	0.927544943	0.643112557	1.018647879	0.509432944	1.449336563	0.299419126	-0.05617171	0.20067256	0.661043641	0.742781243	0.449108572	0.320681555	0.508164456	0.748657083	0.134976846	0.152879077	0.588208315	0.702887485	1.409506854	0.188953971	0.701698586	1.173887166	0.898279546	0.817542171	0.550548378	0.852919291	0.33921	0.088972956	0.287726935	0.37564837	0.658475989	0.372539199	0.103614185	0.621415957	0.635133132	0.358282182	0.522124039	0.034348341	1.143375404	0.63851786	0.685435622	0.459595079	1.10146694	0.445836635	0.325029285	0.532127914	0.398795809	0.241696185	0.408683774	1.123202534	0.62665846	0.594168905	0.734927949	0.407311998	1.084485309
MRE11	0.120273435	0.125109752	0.016580101	-0.224758932	0.113055857	0.108318655	0.099216993	0.372635174	0.008978517	-0.021470329	-0.08854983	0	-0.139027801	-0.148499566	0.140259891	0.28389324	0.178476904	0.528264908	-0.02304662	0.147782395	0.003663454	-0.085786282	0.230536284	-0.374200512	0.208130366	-0.179104051	0.20338334	0.207742884	0.353787614	-0.02019361	-0.127496063	-0.050325999	-0.108354047	0.135939997	0.662074811	0.166024605	0.051845535	0.029046691	-0.014788361	-0.191900741	0.150030305	0.307401551	0.140447929	0.10445179	-0.139934785	0.15983884	-0.115842171	0.052727299	0.093874247	0.252191023	0.132254944	-0.00129121	0.307695541	0.350037612	0.357069877	-0.044716947	-0.024042005	-0.184528191	0.167185764	0.182895428	0.312442882	0.958488733	0.277203744	-0.141252037	0.105990134	-0.379103125	0.158463944	-0.128295233	0.214840103	-0.057288549	0.073466968	0.118301491	-0.035422589	0.201523311	0.159557156	0.160789014	0.100483385	0.158720834	-0.042128119	0.230999405	0.458749832	0.480408522	-0.420394722	0.093142909	0.07541516	-0.074173397	0.014505157	0.173773966	0.170616792	0.121910328	0.140853167	-0.123927541	0.205785774	0.293236441	0.392114467	0.35271665	0.023013179	-0.185684572	-0.022467753	-0.035953478	-0.052690688	0.602798998	0.094118736	-0.10679872	0.112597458	-0.038667838	-0.033389987	-0.110030508	-0.108966325	-0.035393854	0.05743322	-0.113818404	-0.475711916	-0.489988415	-0.038271632	-0.017483475	0.019213221	0.443422876	0.145187273	-0.004179714	0.071758768	-0.072888183	0.102285257	0.024357046	0.042490119	-0.116138664	0.038906931	0.095114634	0.124479892	0.162167949	-0.564940723	0.202454589	0.094495199	-0.128108828	0.167360409	-0.261423215	0.121356501	0.066279442	0.057127316	-0.12834752	0.191675782	0.106918249	-0.008347244	0.074581471	-0.194748348	0.06943009	-0.053290359	0.008173828	-0.072082152	0.207456365	0.006908187	0.253553201	-0.11884019	0.128370111	-0.197629086	0.177370253	0.155433698	0.314321845	0.28607799	0.206659677	0.329333581	0.105658591	-0.135986995	0.15262984	0.049444542	-0.268297753	-0.471072345
MS4A1	-0.45401646	-0.237019224	-0.267701588	-0.171946708	-0.149486623	-0.177554335	-0.264737485	0.16271047	-0.141560196	-0.23009871	0.042753509	-0.102975932	-0.03926284	-0.41467541	-0.294360018	0.114847677	-0.09895115	0.454388681	-0.378403806	-0.390625847	-0.180277754	-0.001983074	-0.028345575	-0.167966589	-0.245081763	-0.17916269	-0.201450118	-0.10891202	-0.228798224	-0.327977525	-0.318624325	-0.391237343	-0.085917486	-0.175805259	0.482959184	-0.297494516	-0.337514424	-0.295995267	-0.345222454	-0.141752519	-0.251653964	0.045454789	-0.14668699	-0.109585842	-0.334691914	-0.297828787	-0.222095869	0.084980377	-0.12784713	-0.033952773	-0.393994455	-0.304304499	-0.171194147	0.284278574	0.07117763	-0.146924986	-0.146399733	-0.038638061	-0.186228629	-0.084160359	-0.045212336	0.359023957	0.049575987	-0.358177984	-0.043783468	-0.22253544	-0.122915998	-0.488587446	-0.025102677	-0.331641403	-0.309063822	-0.408782539	-0.110733256	-0.034897261	-0.250710471	-0.133066822	-0.224693809	-0.127633613	-0.230572479	-0.484468015	0.199109551	-0.266849915	-0.020291945	-0.193587559	-0.450058379	-0.28004819	-0.163928719	-0.200742006	-0.142890892	-0.089879873	-0.054541992	-0.321332703	-0.182839965	-0.208110128	-0.21587737	-0.169112224	-0.026295096	-0.356857034	-0.369414631	-0.042796667	-0.408690866	0.117202031	-0.169020237	-0.39523292	-0.127029105	0.351470847	-0.343296766	-0.280746272	-0.42946876	-0.366788236	-0.179051488	-0.345148286	-0.204360321	-0.349300995	-0.247260887	-0.202621617	-0.160695329	0.175252782	-0.191119866	-0.322899179	0.031204473	-0.199049269	-0.188006462	-0.047175454	-0.133376359	-0.524382237	-0.326712649	-0.3684618	-0.229694945	0.094048607	-0.336578329	-0.260935134	-0.343680832	-0.038104055	-0.578767914	-0.129085167	-0.070048132	-0.100207375	0.258210194	-0.329057373	-0.124124085	-0.128245592	-0.167474499	-0.067637884	-0.60826742	-0.049623072	-0.188505083	-0.521090354	-0.345481603	-0.190333486	-0.321139802	-0.216636586	-0.339933485	-0.314461448	0	0.088697356	0.143618104	-0.0253753	-0.002137052	0.090943579	0.012241308	0.044864428	-0.065691498	-0.074751259	0.112053054	0.096779912	-0.354830022
MSH2	-1.541832769	-0.551719512	-0.790150491	-0.719122601	-1.373727165	-0.836914317	-0.854672964	-1.442830217	-0.953270119	-0.892191688	-0.9290328	-0.66408299	-0.474887489	-1.156388463	-0.426971587	-0.864867011	-0.991935167	-0.869974291	-0.385978765	-1.184569959	-0.77875454	-1.343879571	-1.219839141	-0.643220061	-0.616190645	-0.684599478	-0.878358399	-1.35324272	-1.015602038	-0.606327931	-0.222517865	-0.55854558	-0.90842503	-0.687264811	-1.249470268	-0.621347381	-0.909143574	-0.730282481	-0.972618788	-0.664586484	-0.594561242	-0.934387808	-0.449310337	-0.4677984	-0.75423254	-0.341989102	-0.179850222	-0.90180789	-0.614878281	-0.336934133	-0.177387557	-0.528980723	-0.342835192	-1.354070653	-1.076838586	-0.461450547	-0.445996735	-1.012772113	-0.668532092	-0.808016199	-0.635351515	-1.485956773	-1.303540335	-0.463520212	-0.900565378	-0.770202764	-0.776831311	-0.984471412	-0.915899516	-0.682463744	-0.613760545	-0.815257627	-1.101498684	-1.053508432	-0.507936719	-0.729377149	-0.934313009	-0.402344659	0.140295638	-0.658426153	-1.42851216	-0.879725775	-1.199102291	-0.751662186	-0.922101277	-0.752729835	-0.382961931	-0.870229188	-0.734324726	-0.488268653	-0.401002505	-0.030608108	-0.56492976	-0.837417073	-0.799994388	-0.003503468	-1.075063226	-0.657260815	-0.354631043	-0.827071555	-0.946282547	-1.258350196	-1.071882122	-0.515634819	-0.56390962	-1.765875683	0.969175462	-1.269628459	-1.339343293	-0.889612124	-1.003425054	-0.774717823	-1.095721699	-1.399730218	-0.708927495	-0.46612184	-0.976562926	-1.387828646	-1.067231492	-0.735809535	-1.258101804	-1.034554314	-1.540256003	-1.339119648	-0.426094983	-1.027395242	-0.947188044	-0.750081121	-0.183513317	-1.17206256	-0.749682157	-0.658247906	-0.427204466	-1.192806848	0.259168765	-0.597016682	-0.025317492	-0.346547862	-1.217734021	-0.858671638	-1.145795339	-0.856712393	-0.882290982	-1.010568772	-0.793076815	-0.93399861	-0.698315315	-1.133193104	-0.673883743	-0.732881958	-0.553516162	-0.783923812	-0.291059576	-1.034036183	-1.008857411	-0.405124867	-0.440400567	-0.461602405	-0.942743182	-0.985549362	-1.304188753	-0.470557936	-0.675419273	-0.520490796	-0.83376006	-1.632036185	-1.735845421
MSH6	0.458540429	0.13327354	0.145867048	0.137992709	-0.457496294	0.017400789	0.073420851	-0.504456228	-0.259657236	0.099693654	-0.050996666	0.744033823	0.544662286	0.360290525	0.728995657	-0.027567033	-0.089517294	-0.250245295	0.688345516	0.213481307	0.163081683	0.316651641	-0.691312027	0.363974063	0.532951922	-0.068127796	0.339470142	-0.383378075	0.010050107	0.610959473	0.856270449	0.350219578	-0.309294835	0.317446808	-0.307480839	0.613437741	0.116117448	0.387299552	0.14514131	0.424610875	0.278435221	-0.460085477	0.599275356	0.343581507	0.116705489	0.802302312	0.745923812	0.430428529	0.499947712	0.41815018	0.93757097	0.623374924	0.536646291	-0.461039342	-0.580237724	0.430867624	0.368762495	-0.149236879	0.39037733	0.117224679	0.257021066	-0.325992981	-0.253312286	0.553045985	0.113936962	-0.379618248	0.068297014	0.424398104	-0.337912997	-0.043131144	0.309205088	-0.151107863	-0.303810746	-0.04284165	0.493302914	0.10884516	-0.117986746	0.301693538	1.243417132	0.310545616	-0.53737145	0.145619547	-0.428485036	-0.030652212	-0.158683303	0.359164858	0.618400181	0.176273057	0.672446767	0.307736225	0.737293372	1.144825474	0.018079929	-0.164206006	-0.227726546	0.612170905	0.272345101	0.4327843	0.836163005	0.614978814	-0.203119981	-0.41563597	-0.26750933	0.488626122	0.389319864	0.164367203	2.179832834	-0.359920032	-0.381522678	0.231960443	0.061602341	0.55860577	-0.120592093	0.118830405	0.182195679	-0.47263632	-0.108488245	-0.435765923	0.104898773	0.634970793	-0.40581133	0.15694159	-0.973267987	-0.208193553	0.559237291	0.418599801	-0.013780004	-0.105878133	0.788398386	-0.509797995	-0.553595428	0.459355367	0.867861137	0.266522477	1.731183892	0.012665825	1.323826766	0.141938569	0.727121436	0.413336067	-0.001502435	0.039453623	0.137099144	-0.311242404	0.611161097	-0.27031766	0.334157423	-0.481321129	0.131819321	0.255743662	0.524044707	0.286638363	0.766531509	-0.116439019	0.183714035	0.545939382	-0.101186315	0.147156797	0.065419109	0.139293202	-0.069453606	0.554419359	0.342562463	0.260721587	-0.0897169	0.011536922	0.677668485
MTOR	1.278662992	1.321342009	1.408134027	1.151946183	0.951719506	1.189004641	1.357076185	0.577786084	0.971222452	1.225983562	0.945662692	1.209512263	1.35969469	1.498774961	1.182868278	0.901279326	0.946352669	0.804551423	1.600196826	1.307178032	1.249973802	0.998986034	0.905784765	0.827347536	1.305407821	1.804359413	1.04709104	0.869104917	0.703959809	1.492441001	1.488929633	1.51028236	1.396846486	0.755794392	0.427960566	1.403130329	1.237540666	1.288895301	1.594437995	0.904031497	1.291884307	1.078290775	1.399155105	1.06314608	1.314980683	1.306380687	0.819985285	0.889115726	1.482031197	1.591561669	1.469052535	1.200211129	1.146789829	0.654038882	0.474898654	1.152001432	1.214745586	0.945497445	1.392179913	1.161347899	0.804404176	0.195946775	0.761988306	1.343710593	1.313133383	0.991493644	0.953479749	1.641875381	0.831613502	0.951367083	1.464788255	0.902675226	1.119040443	1.103565499	1.566972762	1.173382298	1.082922916	0.935802013	0.797966354	1.776180144	0.551134229	1.071016297	0.875851587	0.518400028	1.093699452	0.762424287	1.524027595	1.319496652	1.129719632	1.255041677	1.165069181	1.148817836	1.283886605	0.90882701	0.77620029	0.808702931	0.539597383	1.258495483	1.496922993	1.177684616	1.189479613	0.468196143	0.909145291	1.094384333	1.808625017	1.586527417	0.943153208	1.07979529	1.077990856	1.163340409	1.193654268	1.681063443	0.936204782	0.546078875	2.021123539	0.707934888	1.146698212	1.157730779	0.70615663	1.394582597	0.748381741	0.983775192	0.950285936	1.266276468	1.090409733	1.680320164	0.944630218	0.994718986	1.678688403	0.526801416	0.876706193	1.964433351	1.784143754	1.065126769	1.135923784	1.13551767	1.393788955	1.222350082	1.093581971	0.887925627	0.925172745	1.251379015	1.4470656	1.427367291	1.360036342	0.938144429	1.226001364	0.945012351	1.109067797	1.220284895	1.199247825	1.177037244	1.226241197	1.14631034	1.048638709	1.146922874	1.223204357	1.185967817	1.279980199	1.153270402	1.368229622	1.669778217	1.226837854	1.536305148	1.183258745	0.950793271	1.567793104
MYC	0.960346775	0.390741936	0.429528359	0.248208502	0.634389847	0.319352383	0.355850418	0.707883326	0.137651106	1.192536891	0.128324374	0.441003282	0.434218211	0.597384364	1.609023411	2.203872659	0.818582628	0.797717038	0.985670665	0.835401089	0.780995544	1.04278743	1.046324721	-0.210788427	1.217673075	0.564135863	1.211969277	1.228324629	1.606221767	0.560794612	-0.189754302	0.123710592	0.456660024	0.234959151	1.69192341	1.505817152	0.829357257	1.060111457	0.117951358	0.134890861	0.499674506	1.851178715	0.574348712	0.615068973	0.334806853	0.555472966	1.270559837	0.808896754	0.525882118	0.937918568	0.209948979	0.87319735	1.336564173	1.521231682	0.639834386	1.227967707	0.671418585	0.278378058	1.316330968	0.880097207	1.047245364	2.231966463	0.831813017	1.436593907	0.510460068	-0.071382929	1.583919484	1.010727876	0.406198406	1.430359269	0.991917349	0.665318206	0.519879953	0.75059256	0.824093329	1.067853315	0.505198834	0.439872258	0.450553223	0.949518839	1.267474082	1.597748554	0.785001758	0.249856839	0.863985349	1.679356162	0.291931469	0.991440436	1.209553338	0.721877723	1.401714355	0.776416173	0.350501339	0.582850207	0.95741897	0.818481879	0.637041054	0.308813077	0.659761137	0.520986749	0.411153646	0.896174464	0.766607339	1.543531017	0.578300085	-0.11831085	0.651256669	0.215492826	-0.195573362	0.209390748	0.867946862	0.444885941	0.599931979	0.400578093	0.478490576	0.424756502	0.58385556	1.790829503	0.529471826	1.802467426	0.14099994	0.85881997	1.051753073	1.436297571	1.014108436	1.056750464	1.621794143	1.414201481	0.804455233	1.28097483	-0.731911442	0.797840248	0.780863677	0.564103264	1.081028384	0.588251303	1.791708992	0.135802029	0.014451636	1.004375752	1.050816533	1.180362376	1.17828812	0.706722285	0.945717512	1.650205328	1.013202576	0.801632763	0.67654311	0.596635957	0.43073445	1.664514359	0.792273729	1.102348314	1.152157741	1.026247015	0.706918598	0.77300721	1.316015628	2.326032335	1.49575053	1.567021212	0.746358146	0.243055884	0.305212154	0.652465208	-0.219258101
